Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11	Sweep 12	Sweep 13	Sweep 14	Sweep 15	Sweep 16	Sweep 17	Sweep 18	Sweep 19	Sweep 20
18.2	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
18.85	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
19.5	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
20.15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
20.8	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
21.45	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
22.1	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
22.75	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
23.4	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
24.05	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
24.7	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
25.35	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
26	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
26.65	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
27.3	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
27.95	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
28.6	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
29.25	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
29.9	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
30.55	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
31.2	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
31.85	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
32.5	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
33.15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
33.8	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
34.45	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
35.1	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
35.75	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
36.4	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
37.05	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
37.7	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
38.35	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
39	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
39.65	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
40.3	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
40.95	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
41.6	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
